campaignid,opcode,status,longitude_dd,latitude_dd,observer_count,observer_length,date_time,location,site,depth_m,successful_count,successful_length,successful_habitat_forward,successful_habitat_backward,observer_habitat_forward,observer_habitat_backward
2014-12_Geographe-bay_stereo-BRUVs,215,NA,115.2241,-33.6066,Lizzy,N/A,2014-12-15T10:45:00+08:00,Geographe Bay,Geographe Bay,14.1,Yes,No,NA,NA,NA,NA
2014-12_Geographe-bay_stereo-BRUVs,218,NA,115.3031,-33.5955,Laura,Laura,2014-12-17T09:46:00+08:00,Geographe Bay,Geographe Bay,14.7,Yes,Yes,NA,NA,NA,NA
2014-12_Geographe-bay_stereo-BRUVs,224,NA,115.5036,-33.4189,Hayley,Molly,2014-12-16T06:59:00+08:00,Geographe Bay,Geographe Bay,16.5,Yes,Yes,NA,NA,NA,NA
2014-12_Geographe-bay_stereo-BRUVs,234,NA,115.3602,-33.6032,Laura,Damo,2014-12-17T10:03:00+08:00,Geographe Bay,Geographe Bay,9.3,Yes,Yes,NA,NA,NA,NA
2014-12_Geographe-bay_stereo-BRUVs,236,NA,115.4767,-33.4949,Lauren,Lizzy,2014-12-16T10:45:00+08:00,Geographe Bay,Geographe Bay,13.1,Yes,Yes,NA,NA,NA,NA
2014-12_Geographe-bay_stereo-BRUVs,240,NA,115.4685,-33.4388,Logan,Molly,2014-12-16T08:56:00+08:00,Geographe Bay,Geographe Bay,18.9,Yes,No,NA,NA,NA,NA
2014-12_Geographe-bay_stereo-BRUVs,247,NA,115.1345,-33.5561,Lizzy,Lauren,2014-12-15T06:30:00+08:00,Geographe Bay,Geographe Bay,26.4,Yes,Yes,NA,NA,NA,NA
2014-12_Geographe-bay_stereo-BRUVs,250,NA,115.4224,-33.5628,Laura,N/A,2014-12-16T15:17:00+08:00,Geographe Bay,Geographe Bay,10,Yes,No,NA,NA,NA,NA
2014-12_Geographe-bay_stereo-BRUVs,256,NA,115.4775,-33.4083,Logan,Molly,2014-12-14T13:12:00+08:00,Geographe Bay,Geographe Bay,11.1,Yes,Yes,NA,NA,NA,NA
2014-12_Geographe-bay_stereo-BRUVs,267,NA,115.1362,-33.5707,Lizzy,Lauren,2014-12-15T06:22:00+08:00,Geographe Bay,Geographe Bay,23.2,Yes,Yes,NA,NA,NA,NA
2014-12_Geographe-bay_stereo-BRUVs,270,NA,115.4206,-33.5205,Logan,Molly,2014-12-13T06:00:00+08:00,Geographe Bay,Geographe Bay,13.7,Yes,Yes,NA,NA,NA,NA
2014-12_Geographe-bay_stereo-BRUVs,271,NA,115.2133,-33.5937,Logan,Molly,2014-12-12T06:06:00+08:00,Geographe Bay,Geographe Bay,27.3,Yes,Yes,NA,NA,NA,NA
2014-12_Geographe-bay_stereo-BRUVs,272,NA,115.4879,-33.3815,Logan (ends 54:39),Molly,2014-12-14T08:37:00+08:00,Geographe Bay,Geographe Bay,11.7,Yes,Yes,NA,NA,NA,NA
2014-12_Geographe-bay_stereo-BRUVs,279,NA,115.4379,-33.5012,Lizzy,N/A,2014-12-16T11:32:00+08:00,Geographe Bay,Geographe Bay,14.2,Yes,No,NA,NA,NA,NA
2014-12_Geographe-bay_stereo-BRUVs,282,NA,115.3322,-33.5572,Logan,Molly,2014-12-17T08:02:00+08:00,Geographe Bay,Geographe Bay,18.2,Yes,Yes,NA,NA,NA,NA
2014-12_Geographe-bay_stereo-BRUVs,287,NA,115.2189,-33.594,Logan,Molly,2014-12-15T10:50:00+08:00,Geographe Bay,Geographe Bay,16.4,Yes,Yes,NA,NA,NA,NA
2014-12_Geographe-bay_stereo-BRUVs,288,NA,115.4776,-33.471,Logan,Molly,2014-12-16T09:29:00+08:00,Geographe Bay,Geographe Bay,14.3,Yes,Yes,NA,NA,NA,NA
2014-12_Geographe-bay_stereo-BRUVs,295,NA,115.4661,-33.5555,Lauren,Damo,2014-12-16T15:50:00+08:00,Geographe Bay,Geographe Bay,2.5,Yes,Yes,NA,NA,NA,NA
2014-12_Geographe-bay_stereo-BRUVs,298,NA,115.1301,-33.5825,Lauren,Lauren,2014-12-15T06:56:00+08:00,Geographe Bay,Geographe Bay,18.1,Yes,Yes,NA,NA,NA,NA
2014-12_Geographe-bay_stereo-BRUVs,304,NA,115.1454,-33.5958,Lizzy,Lauren,2014-12-15T10:17:00+08:00,Geographe Bay,Geographe Bay,13.7,Yes,Yes,NA,NA,NA,NA
2014-12_Geographe-bay_stereo-BRUVs,314,NA,115.1628,-33.5869,Lizzy,Laura,2014-12-15T09:03:00+08:00,Geographe Bay,Geographe Bay,20,Yes,Yes,NA,NA,NA,NA
2014-12_Geographe-bay_stereo-BRUVs,316,NA,115.5282,-33.384,NA,NA,2014-12-14T10:49:00+08:00,Geographe Bay,Geographe Bay,9.3,No,No,NA,NA,NA,NA
2014-12_Geographe-bay_stereo-BRUVs,320,NA,115.4958,-33.4418,NA,NA,2014-12-16T08:49:00+08:00,Geographe Bay,Geographe Bay,15.1,No,No,NA,NA,NA,NA
2014-12_Geographe-bay_stereo-BRUVs,327,NA,115.3942,-33.4892,Logan,Molly,2014-12-14T14:10:00+08:00,Geographe Bay,Geographe Bay,11.8,Yes,Yes,NA,NA,NA,NA
2014-12_Geographe-bay_stereo-BRUVs,330,NA,115.104,-33.5691,Damon,N/A,2014-12-15T06:44:00+08:00,Geographe Bay,Geographe Bay,17.7,Yes,No,NA,NA,NA,NA
2014-12_Geographe-bay_stereo-BRUVs,331,NA,115.253,-33.6031,Logan,Molly,2014-12-15T13:46:00+08:00,Geographe Bay,Geographe Bay,14.3,Yes,Yes,NA,NA,NA,NA
2014-12_Geographe-bay_stereo-BRUVs,335,NA,115.2267,-33.5771,Hayley,Molly,2014-12-12T08:09:00+08:00,Geographe Bay,Geographe Bay,21.6,Yes,Yes,NA,NA,NA,NA
2014-12_Geographe-bay_stereo-BRUVs,346,NA,115.2393,-33.6092,Lizzy,Laura,2014-12-15T13:08:00+08:00,Geographe Bay,Geographe Bay,14,Yes,Yes,NA,NA,NA,NA
2014-12_Geographe-bay_stereo-BRUVs,352,NA,115.488,-33.4518,Daphne,Molly,2014-12-16T08:45:00+08:00,Geographe Bay,Geographe Bay,15.2,Yes,Yes,NA,NA,NA,NA
2014-12_Geographe-bay_stereo-BRUVs,362,NA,115.2948,-33.627,Laura,Damo,2014-12-17T10:23:00+08:00,Geographe Bay,Geographe Bay,9.4,Yes,Yes,NA,NA,NA,NA
2014-12_Geographe-bay_stereo-BRUVs,368,NA,115.4513,-33.5725,Laura,Damo,2014-12-16T15:59:00+08:00,Geographe Bay,Geographe Bay,3.7,Yes,Yes,NA,NA,NA,NA
2014-12_Geographe-bay_stereo-BRUVs,375,NA,115.2206,-33.5902,Logan,Molly,2014-12-12T06:14:00+08:00,Geographe Bay,Geographe Bay,26.9,Yes,No,NA,NA,NA,NA
2014-12_Geographe-bay_stereo-BRUVs,378,NA,115.3912,-33.5556,Logan,Molly,2014-12-12T13:08:00+08:00,Geographe Bay,Geographe Bay,13.3,Yes,Yes,NA,NA,NA,NA
2014-12_Geographe-bay_stereo-BRUVs,384,NA,115.5142,-33.4275,Hayley,Molly,2014-12-16T06:54:00+08:00,Geographe Bay,Geographe Bay,13.5,Yes,Yes,NA,NA,NA,NA
2014-12_Geographe-bay_stereo-BRUVs,391,NA,115.4101,-33.5017,Logan,Molly,2014-12-13T08:23:00+08:00,Geographe Bay,Geographe Bay,17,Yes,Yes,NA,NA,NA,NA
2014-12_Geographe-bay_stereo-BRUVs,394,NA,115.382,-33.5181,Logan,Molly,2014-12-16T13:18:00+08:00,Geographe Bay,Geographe Bay,19,Yes,Yes,NA,NA,NA,NA
2014-12_Geographe-bay_stereo-BRUVs,395,NA,115.3444,-33.6073,Laura,Damo,2014-12-17T10:08:00+08:00,Geographe Bay,Geographe Bay,9.2,Yes,Yes,NA,NA,NA,NA
2014-12_Geographe-bay_stereo-BRUVs,399,NA,115.313,-33.6143,Laura,Damo,2014-12-17T10:17:00+08:00,Geographe Bay,Geographe Bay,10.8,Yes,Yes,NA,NA,NA,NA
2014-12_Geographe-bay_stereo-BRUVs,400,NA,115.5517,-33.3576,Logan,Molly,2014-12-14T08:58:00+08:00,Geographe Bay,Geographe Bay,9.8,Yes,No,NA,NA,NA,NA
2014-12_Geographe-bay_stereo-BRUVs,407,NA,115.4275,-33.4882,Logan,Molly,2014-12-13T08:13:00+08:00,Geographe Bay,Geographe Bay,16.2,Yes,Yes,NA,NA,NA,NA
2014-12_Geographe-bay_stereo-BRUVs,416,NA,115.2806,-33.6148,Laura,Damo,2014-12-17T10:34:00+08:00,Geographe Bay,Geographe Bay,12.3,Yes,Yes,NA,NA,NA,NA
2014-12_Geographe-bay_stereo-BRUVs,428,NA,115.5572,-33.4505,Lauren,Lizzy,2014-12-16T06:31:00+08:00,Geographe Bay,Geographe Bay,7.6,Yes,Yes,NA,NA,NA,NA
2014-12_Geographe-bay_stereo-BRUVs,432,NA,115.4686,-33.427,NA,NA,2014-12-14T13:19:00+08:00,Geographe Bay,Geographe Bay,10.7,No,No,NA,NA,NA,NA
2014-12_Geographe-bay_stereo-BRUVs,439,NA,115.2731,-33.6309,Laura,Damo,2014-12-17T10:29:00+08:00,Geographe Bay,Geographe Bay,8.4,Yes,Yes,NA,NA,NA,NA
2014-12_Geographe-bay_stereo-BRUVs,442,NA,115.4194,-33.5066,Lizzy,Lauren,2014-12-12T13:28:00+08:00,Geographe Bay,Geographe Bay,14.3,Yes,Yes,NA,NA,NA,NA
2014-12_Geographe-bay_stereo-BRUVs,443,NA,115.2025,-33.5698,Logan,Molly,2014-12-12T06:34:00+08:00,Geographe Bay,Geographe Bay,27,Yes,Yes,NA,NA,NA,NA
2014-12_Geographe-bay_stereo-BRUVs,448,NA,115.4931,-33.3965,Daphne,Molly,2014-12-14T13:05:00+08:00,Geographe Bay,Geographe Bay,10.6,Yes,Yes,NA,NA,NA,NA
2014-12_Geographe-bay_stereo-BRUVs,451,NA,115.5529,-33.4198,Lauren,Damo,2014-12-14T11:32:00+08:00,Geographe Bay,Geographe Bay,7.8,Yes,Yes,NA,NA,NA,NA
2014-12_Geographe-bay_stereo-BRUVs,455,NA,115.182,-33.5671,Logan,Molly,2014-12-15T08:42:00+08:00,Geographe Bay,Geographe Bay,24.9,Yes,Yes,NA,NA,NA,NA
2014-12_Geographe-bay_stereo-BRUVs,458,NA,115.5044,-33.5151,Lizzy,Damo,2014-12-16T10:58:00+08:00,Geographe Bay,Geographe Bay,6.2,Yes,No,NA,NA,NA,NA
2014-12_Geographe-bay_stereo-BRUVs,463,NA,115.5044,-33.5151,Lizzy,Tamy,2014-12-12T08:03:00+08:00,Geographe Bay,Geographe Bay,24.3,Yes,Yes,NA,NA,NA,NA
2014-12_Geographe-bay_stereo-BRUVs,474,NA,115.5436,-33.4681,Laura,Lizzy,2014-12-16T06:23:00+08:00,Geographe Bay,Geographe Bay,6.8,Yes,Yes,NA,NA,NA,NA
2014-12_Geographe-bay_stereo-BRUVs,480,NA,115.5777,-33.3476,Laura,N/A,2014-12-14T09:06:00+08:00,Geographe Bay,Geographe Bay,7.4,Yes,No,NA,NA,NA,NA
2014-12_Geographe-bay_stereo-BRUVs,490,NA,115.3612,-33.5613,Logan,Molly,2014-12-17T06:20:00+08:00,Geographe Bay,Geographe Bay,13.4,Yes,Yes,NA,NA,NA,NA
2014-12_Geographe-bay_stereo-BRUVs,492,NA,115.4975,-33.4638,Laura,Damo,2014-12-16T08:40:00+08:00,Geographe Bay,Geographe Bay,14.7,Yes,Yes,NA,NA,NA,NA
2014-12_Geographe-bay_stereo-BRUVs,496,NA,115.4752,-33.4851,Lauren,Lizzy,2014-12-16T10:42:00+08:00,Geographe Bay,Geographe Bay,15.3,Yes,Yes,NA,NA,NA,NA
2014-12_Geographe-bay_stereo-BRUVs,499,NA,115.5441,-33.4517,Lauren,Tamy,2014-12-16T06:36:00+08:00,Geographe Bay,Geographe Bay,9.9,Yes,Yes,NA,NA,NA,NA
2014-12_Geographe-bay_stereo-BRUVs,503,NA,115.3098,-33.5845,Daphne (finishes at 55:48),Molly,2014-12-17T07:48:00+08:00,Geographe Bay,Geographe Bay,16.3,Yes,Yes,NA,NA,NA,NA
2014-12_Geographe-bay_stereo-BRUVs,506,NA,115.4165,-33.5174,Logan,Molly,2014-12-16T11:23:00+08:00,Geographe Bay,Geographe Bay,14.1,Yes,Yes,NA,NA,NA,NA
2014-12_Geographe-bay_stereo-BRUVs,512,NA,115.4873,-33.5094,Lizzy,Laura,2014-12-16T11:03:00+08:00,Geographe Bay,Geographe Bay,10.6,Yes,Yes,NA,NA,NA,NA
2014-12_Geographe-bay_stereo-BRUVs,523,NA,115.1589,-33.5634,Logan,Molly,2014-12-15T08:35:00+08:00,Geographe Bay,Geographe Bay,26,Yes,Yes,NA,NA,NA,NA
2014-12_Geographe-bay_stereo-BRUVs,527,NA,115.2078,-33.5894,Logan,Molly,2014-12-12T06:16:00+08:00,Geographe Bay,Geographe Bay,26.8,Yes,Yes,NA,NA,NA,NA
2014-12_Geographe-bay_stereo-BRUVs,528,NA,115.4971,-33.4811,Lauren,Lauren,2014-12-16T08:34:00+08:00,Geographe Bay,Geographe Bay,14,Yes,Yes,NA,NA,NA,NA
2014-12_Geographe-bay_stereo-BRUVs,538,NA,115.3847,-33.5839,Laura,Lauren,2014-12-17T05:53:00+08:00,Geographe Bay,Geographe Bay,11.6,Yes,Yes,NA,NA,NA,NA
2014-12_Geographe-bay_stereo-BRUVs,543,NA,115.2434,-33.595,NA,NA,2014-12-15T13:13:00+08:00,Geographe Bay,Geographe Bay,16.7,No,No,NA,NA,NA,NA
2014-12_Geographe-bay_stereo-BRUVs,544,NA,115.4341,-33.4464,Daphne,Molly,2014-12-14T13:36:00+08:00,Geographe Bay,Geographe Bay,12.3,Yes,Yes,NA,NA,NA,NA
2014-12_Geographe-bay_stereo-BRUVs,551,NA,115.3901,-33.5735,Lizzy,N/A,2014-12-17T05:58:00+08:00,Geographe Bay,Geographe Bay,11.7,Yes,No,NA,NA,NA,NA
2014-12_Geographe-bay_stereo-BRUVs,554,NA,115.3835,-33.5577,Logan,Molly,2014-12-17T06:13:00+08:00,Geographe Bay,Geographe Bay,12.3,Yes,Yes,NA,NA,NA,NA
2014-12_Geographe-bay_stereo-BRUVs,560,NA,115.5269,-33.4382,Lauren,Lizzy,2014-12-16T06:49:00+08:00,Geographe Bay,Geographe Bay,14.6,Yes,Yes,NA,NA,NA,NA
2014-12_Geographe-bay_stereo-BRUVs,567,NA,115.276,-33.5867,Lizzy,Damo,2014-12-17T08:23:00+08:00,Geographe Bay,Geographe Bay,17.4,Yes,No,NA,NA,NA,NA
2014-12_Geographe-bay_stereo-BRUVs,570,NA,115.1625,-33.5731,NA,NA,2014-12-15T08:31:00+08:00,Geographe Bay,Geographe Bay,24.6,No,No,NA,NA,NA,NA
2014-12_Geographe-bay_stereo-BRUVs,572,NA,115.5492,-33.3913,Lauren,Lizzy,2014-12-14T10:54:00+08:00,Geographe Bay,Geographe Bay,8.1,Yes,No,NA,NA,NA,NA
2014-12_Geographe-bay_stereo-BRUVs,579,NA,115.3741,-33.5017,Daphne,Molly,2014-12-16T13:10:00+08:00,Geographe Bay,Geographe Bay,22,Yes,No,NA,NA,NA,NA
2014-12_Geographe-bay_stereo-BRUVs,583,NA,115.3932,-33.4784,Logan,Molly,2014-12-14T13:55:00+08:00,Geographe Bay,Geographe Bay,12,Yes,Yes,NA,NA,NA,NA
2014-12_Geographe-bay_stereo-BRUVs,586,NA,115.386,-33.5309,Lizzy,N/A,2014-12-16T13:24:00+08:00,Geographe Bay,Geographe Bay,15.8,Yes,No,NA,NA,NA,NA
2014-12_Geographe-bay_stereo-BRUVs,587,NA,115.1874,-33.5935,Lizzy,Damo,2014-12-15T11:03:00+08:00,Geographe Bay,Geographe Bay,16.6,Yes,Yes,NA,NA,NA,NA
2014-12_Geographe-bay_stereo-BRUVs,592,NA,115.446,-33.5185,Laura,Laura,2014-12-16T11:15:00+08:00,Geographe Bay,Geographe Bay,12.3,Yes,Yes,NA,NA,NA,NA
2014-12_Geographe-bay_stereo-BRUVs,599,NA,115.4508,-33.5021,Logan,Molly,2014-12-13T06:22:00+08:00,Geographe Bay,Geographe Bay,13.9,Yes,Yes,NA,NA,NA,NA
2014-12_Geographe-bay_stereo-BRUVs,602,NA,115.2562,-33.6202,Lauren,Damo,2014-12-15T12:57:00+08:00,Geographe Bay,Geographe Bay,11.2,Yes,Yes,NA,NA,NA,NA
2014-12_Geographe-bay_stereo-BRUVs,608,NA,115.4703,-33.4552,Daphne,Molly,2014-12-16T09:01:00+08:00,Geographe Bay,Geographe Bay,16.7,Yes,Yes,NA,NA,NA,NA
2014-12_Geographe-bay_stereo-BRUVs,611,NA,115.459,-33.5421,Laura,Damo,2014-12-16T15:45:00+08:00,Geographe Bay,Geographe Bay,8.2,Yes,Yes,NA,NA,NA,NA
2014-12_Geographe-bay_stereo-BRUVs,615,NA,115.3328,-33.5981,Lauren,Lauren,2014-12-17T09:56:00+08:00,Geographe Bay,Geographe Bay,11.8,Yes,Yes,NA,NA,NA,NA
2014-12_Geographe-bay_stereo-BRUVs,618,NA,115.3528,-33.5679,Lizzy,N/A,2014-12-17T05:40:00+08:00,Geographe Bay,Geographe Bay,14.5,Yes,No,NA,NA,NA,NA
2014-12_Geographe-bay_stereo-BRUVs,623,NA,115.1556,-33.6129,Lizzy,Lauren,2014-12-15T10:24:00+08:00,Geographe Bay,Geographe Bay,7.8,Yes,Yes,NA,NA,NA,NA
2014-12_Geographe-bay_stereo-BRUVs,624,NA,115.4919,-33.421,Hayley,Molly,2014-12-16T07:03:00+08:00,Geographe Bay,Geographe Bay,17.5,Yes,No,NA,NA,NA,NA
2014-12_Geographe-bay_stereo-BRUVs,631,NA,115.2541,-33.5779,NA,NA,2014-12-15T13:33:00+08:00,Geographe Bay,Geographe Bay,21,No,No,NA,NA,NA,NA
2014-12_Geographe-bay_stereo-BRUVs,633,NA,115.4535,-33.4712,Daphne,Molly,2014-12-16T09:18:00+08:00,Geographe Bay,Geographe Bay,16.2,Yes,Yes,NA,NA,NA,NA
2014-12_Geographe-bay_stereo-BRUVs,634,NA,115.4141,-33.5337,Logan,Molly,2014-12-16T15:30:00+08:00,Geographe Bay,Geographe Bay,13,Yes,Yes,NA,NA,NA,NA
2014-12_Geographe-bay_stereo-BRUVs,635,NA,115.1996,-33.581,NA,NA,2014-12-15T08:52:00+08:00,Geographe Bay,Geographe Bay,21.2,No,No,NA,NA,NA,NA
2014-12_Geographe-bay_stereo-BRUVs,640,NA,115.4646,-33.5162,Lizard,Lauren,2014-12-16T11:10:00+08:00,Geographe Bay,Geographe Bay,11.5,Yes,Yes,NA,NA,NA,NA
2014-12_Geographe-bay_stereo-BRUVs,647,NA,115.4247,-33.4926,Logan,Molly,2014-12-13T08:17:00+08:00,Geographe Bay,Geographe Bay,15.3,Yes,Yes,NA,NA,NA,NA
2014-12_Geographe-bay_stereo-BRUVs,655,NA,115.2457,-33.5812,NA,NA,2014-12-15T13:20:00+08:00,Geographe Bay,Geographe Bay,20.5,No,No,NA,NA,NA,NA
2014-12_Geographe-bay_stereo-BRUVs,650,NA,115.3716,-33.5131,Lizzy,N/A,2014-12-16T13:14:00+08:00,Geographe Bay,Geographe Bay,21.1,Yes,No,NA,NA,NA,NA
2014-12_Geographe-bay_stereo-BRUVs,656,NA,115.5504,-33.3713,Molly,N/A,2014-12-14T09:28:00+08:00,Geographe Bay,Geographe Bay,9,Yes,No,NA,NA,NA,NA
2014-12_Geographe-bay_stereo-BRUVs,666,NA,115.3572,-33.5511,Logan,Molly,2014-12-17T06:25:00+08:00,Geographe Bay,Geographe Bay,15.6,Yes,Yes,NA,NA,NA,NA
2014-12_Geographe-bay_stereo-BRUVs,679,NA,115.4153,-33.4721,NA,NA,2014-12-14T13:48:00+08:00,Geographe Bay,Geographe Bay,12,No,No,NA,NA,NA,NA
2014-12_Geographe-bay_stereo-BRUVs,672,NA,115.5357,-33.4004,Molly,N/A,2014-12-14T11:45:00+08:00,Geographe Bay,Geographe Bay,8.4,Yes,No,NA,NA,NA,NA
2014-12_Geographe-bay_stereo-BRUVs,682,NA,115.3354,-33.5696,Logan,Molly,2014-12-17T07:57:00+08:00,Geographe Bay,Geographe Bay,15.2,Yes,Yes,NA,NA,NA,NA
2014-12_Geographe-bay_stereo-BRUVs,684,NA,115.1735,-33.5845,Lizzy,Damo,2014-12-15T09:00:00+08:00,Geographe Bay,Geographe Bay,20.6,Yes,No,NA,NA,NA,NA
2014-12_Geographe-bay_stereo-BRUVs,688,NA,115.3181,-33.6026,Laura,Lauren,2014-12-17T09:52:00+08:00,Geographe Bay,Geographe Bay,12.8,Yes,Yes,NA,NA,NA,NA
2014-12_Geographe-bay_stereo-BRUVs,694,NA,115.3499,-33.5281,Logan,Molly,2014-12-16T13:32:00+08:00,Geographe Bay,Geographe Bay,21.3,Yes,Yes,NA,NA,NA,NA
2014-12_Geographe-bay_stereo-BRUVs,698,NA,115.4035,-33.5246,Hayley,Molly,2014-12-12T13:25:00+08:00,Geographe Bay,Geographe Bay,14,Yes,Yes,NA,NA,NA,NA
2014-12_Geographe-bay_stereo-BRUVs,704,NA,115.5324,-33.4848,Lizzy,Lauren,2014-12-16T06:15:00+08:00,Geographe Bay,Geographe Bay,7.45,Yes,Yes,NA,NA,NA,NA
2014-12_Geographe-bay_stereo-BRUVs,711,NA,115.5666,-33.3695,Laura,Damo,2014-12-14T09:24:00+08:00,Geographe Bay,Geographe Bay,8.4,Yes,Yes,NA,NA,NA,NA
2014-12_Geographe-bay_stereo-BRUVs,714,NA,115.1468,-33.5793,Lauren,Lizzy,2014-12-15T08:26:00+08:00,Geographe Bay,Geographe Bay,21.1,Yes,Yes,NA,NA,NA,NA
2014-12_Geographe-bay_stereo-BRUVs,719,NA,115.2325,-33.601,Logan,Molly,2014-12-12T05:59:00+08:00,Geographe Bay,Geographe Bay,26.3,Yes,No,NA,NA,NA,NA
2014-12_Geographe-bay_stereo-BRUVs,720,NA,115.5835,-33.3599,Laura,Laura,2014-12-14T09:11:00+08:00,Geographe Bay,Geographe Bay,8.2,Yes,Yes,NA,NA,NA,NA
2014-12_Geographe-bay_stereo-BRUVs,735,NA,115.1433,-33.562,Lauren,Damo,2014-12-15T06:27:00+08:00,Geographe Bay,Geographe Bay,26.7,Yes,Yes,NA,NA,NA,NA
2014-12_Geographe-bay_stereo-BRUVs,736,NA,115.5606,-33.3851,Lauren,Lizzy,2014-12-14T10:59:00+08:00,Geographe Bay,Geographe Bay,8.2,Yes,Yes,NA,NA,NA,NA
2014-12_Geographe-bay_stereo-BRUVs,746,NA,115.3571,-33.5794,Logan,Molly,2014-12-17T05:45:00+08:00,Geographe Bay,Geographe Bay,13.2,Yes,No,NA,NA,NA,NA
2014-12_Geographe-bay_stereo-BRUVs,748,NA,115.5138,-33.3696,Logan,Molly,2014-12-14T08:46:00+08:00,Geographe Bay,Geographe Bay,11.1,Yes,Yes,NA,NA,NA,NA
2014-12_Geographe-bay_stereo-BRUVs,752,NA,115.5914,-33.3766,Damon,Laura,2014-12-14T09:15:00+08:00,Geographe Bay,Geographe Bay,6.2,Yes,Yes,NA,NA,NA,NA
2014-12_Geographe-bay_stereo-BRUVs,755,NA,115.4571,-33.4339,NA,NA,2014-12-14T13:27:00+08:00,Geographe Bay,Geographe Bay,11.3,No,No,NA,NA,NA,NA
2014-12_Geographe-bay_stereo-BRUVs,759,NA,115.3173,-33.5759,Daphne (finishes at 59:18),NA,2014-12-17T07:52:00+08:00,Geographe Bay,Geographe Bay,17.3,No,No,NA,NA,NA,NA
2014-12_Geographe-bay_stereo-BRUVs,762,NA,115.4149,-33.5199,laura,N/A,2014-12-12T13:44:00+08:00,Geographe Bay,Geographe Bay,13,Yes,No,NA,NA,NA,NA
2014-12_Geographe-bay_stereo-BRUVs,764,NA,115.4961,-33.3744,Logan,Molly,2014-12-14T08:43:00+08:00,Geographe Bay,Geographe Bay,11.6,Yes,Yes,NA,NA,NA,NA
2014-12_Geographe-bay_stereo-BRUVs,779,NA,115.2264,-33.5817,Lizzy,N/A,2014-12-17T08:11:00+08:00,Geographe Bay,Geographe Bay,19,Yes,No,NA,NA,NA,NA
2014-12_Geographe-bay_stereo-BRUVs,782,NA,115.4368,-33.5142,Logan,Molly,2014-12-13T06:06:00+08:00,Geographe Bay,Geographe Bay,13.7,Yes,Yes,NA,NA,NA,NA
2014-12_Geographe-bay_stereo-BRUVs,783,NA,115.2264,-33.5817,Hayley,Molly,2014-12-12T08:12:00+08:00,Geographe Bay,Geographe Bay,21.5,Yes,Yes,NA,NA,NA,NA
2014-12_Geographe-bay_stereo-BRUVs,784,NA,115.1774,-33.6014,Laura,Lizzy,2014-12-15T11:07:00+08:00,Geographe Bay,Geographe Bay,13.4,Yes,Yes,NA,NA,NA,NA
2014-12_Geographe-bay_stereo-BRUVs,791,NA,115.4435,-33.4851,Logan,Molly,2014-12-13T08:03:00+08:00,Geographe Bay,Geographe Bay,15,Yes,No,NA,NA,NA,NA
2014-12_Geographe-bay_stereo-BRUVs,794,NA,115.2039,-33.6248,Lizzy,Damo,2014-12-15T10:38:00+08:00,Geographe Bay,Geographe Bay,7.4,Yes,Yes,NA,NA,NA,NA
2014-12_Geographe-bay_stereo-BRUVs,800,NA,115.1935,-33.5732,Logan,Molly,2014-12-15T08:48:00+08:00,Geographe Bay,Geographe Bay,22.9,Yes,No,NA,NA,NA,NA
2014-12_Geographe-bay_stereo-BRUVs,807,NA,115.4907,-33.494,Lizzy,Laura,2014-12-16T10:50:00+08:00,Geographe Bay,Geographe Bay,14,Yes,Yes,NA,NA,NA,NA
2014-12_Geographe-bay_stereo-BRUVs,810,NA,115.3766,-33.5513,Logan,Molly,2014-12-16T13:44:00+08:00,Geographe Bay,Geographe Bay,14.3,Yes,Yes,NA,NA,NA,NA
2014-12_Geographe-bay_stereo-BRUVs,816,NA,115.5633,-33.3996,Lizzy,Damo,2014-12-14T11:09:00+08:00,Geographe Bay,Geographe Bay,7.9,Yes,Yes,NA,NA,NA,NA
2014-12_Geographe-bay_stereo-BRUVs,823,NA,115.2872,-33.5857,Lizzy,Laura,2014-12-17T08:19:00+08:00,Geographe Bay,Geographe Bay,16.2,Yes,No,NA,NA,NA,NA
2014-12_Geographe-bay_stereo-BRUVs,826,NA,115.4006,-33.5427,Logan,Molly,2014-12-13T05:45:00+08:00,Geographe Bay,Geographe Bay,12.8,Yes,Yes,NA,NA,NA,NA
2014-12_Geographe-bay_stereo-BRUVs,828,NA,115.5296,-33.4175,Lauren,Laura,2014-12-14T11:38:00+08:00,Geographe Bay,Geographe Bay,7.6,Yes,Yes,NA,NA,NA,NA
2014-12_Geographe-bay_stereo-BRUVs,832,NA,115.5197,-33.4556,Lizzy,Lauren,2014-12-16T06:43:00+08:00,Geographe Bay,Geographe Bay,12.6,Yes,Yes,NA,NA,NA,NA
2014-12_Geographe-bay_stereo-BRUVs,839,NA,115.4085,-33.4873,Daphne,Molly,2014-12-16T13:00:00+08:00,Geographe Bay,Geographe Bay,20,Yes,No,NA,NA,NA,NA
2014-12_Geographe-bay_stereo-BRUVs,842,NA,115.1149,-33.5681,Lizzy,Damo,2014-12-15T06:40:00+08:00,Geographe Bay,Geographe Bay,22.3,Yes,Yes,NA,NA,NA,NA
2014-12_Geographe-bay_stereo-BRUVs,843,NA,115.2586,-33.6,Damon,Lizzy,2014-12-15T13:43:00+08:00,Geographe Bay,Geographe Bay,14.6,Yes,Yes,NA,NA,NA,NA
2014-12_Geographe-bay_stereo-BRUVs,848,NA,115.5323,-33.3519,Logan,Molly,2014-12-14T08:53:00+08:00,Geographe Bay,Geographe Bay,10.4,Yes,Yes,NA,NA,NA,NA
