campaignid,opcode,status,longitude_dd,latitude_dd,observer_count,observer_length,date_time,location,site,depth_m,successful_count,successful_length,successful_habitat_forward,successful_habitat_backward,observer_habitat_forward,observer_habitat_backward
2014-12_Geographe-bay_stereo-BRUVs,855,NA,115.4358,-33.4901,Logan,Molly,2014-12-13T08:09:00+08:00,Geographe Bay,Geographe Bay,15.2,Yes,Yes,NA,NA,NA,NA
2014-12_Geographe-bay_stereo-BRUVs,858,NA,115.3462,-33.5573,Logan,Molly,2014-12-17T06:29:00+08:00,Geographe Bay,Geographe Bay,16.6,Yes,Yes,NA,NA,NA,NA
2014-12_Geographe-bay_stereo-BRUVs,864,NA,115.3721,-33.5833,Laura,Damo,2014-12-17T05:50:00+08:00,Geographe Bay,Geographe Bay,12.4,Yes,Yes,NA,NA,NA,NA
2014-12_Geographe-bay_stereo-BRUVs,879,NA,115.1829,-33.6169,Laura,Done,2014-12-15T10:31:00+08:00,Geographe Bay,Geographe Bay,8.1,Yes,Yes,NA,NA,NA,NA
2014-12_Geographe-bay_stereo-BRUVs,880,NA,115.4444,-33.5366,Laura,Done,2014-12-16T15:41:00+08:00,Geographe Bay,Geographe Bay,10.9,Yes,Yes,NA,NA,NA,NA
2014-12_Geographe-bay_stereo-BRUVs,1038,NA,115.42,-33.5333,Daphne,Molly,2014-12-16T15:33:00+08:00,Geographe Bay,Geographe Bay,13.9,Yes,Yes,NA,NA,NA,NA
2014-12_Geographe-bay_stereo-BRUVs,1108,NA,115.4144,-33.558,Laura,Done,2014-12-16T15:20:00+08:00,Geographe Bay,Geographe Bay,11.9,Yes,Yes,NA,NA,NA,NA
2014-12_Geographe-bay_stereo-BRUVs,10000,NA,115.3646,-33.4136,NA,NA,2014-12-14T06:27:00+08:00,Geographe Bay,Geographe Bay,16.4,No,No,NA,NA,NA,NA
2014-12_Geographe-bay_stereo-BRUVs,10001,NA,115.3722,-33.4217,Logan,Molly,2014-12-14T06:17:00+08:00,Geographe Bay,Geographe Bay,15.9,Yes,Yes,NA,NA,NA,NA
2014-12_Geographe-bay_stereo-BRUVs,10002,NA,115.3889,-33.4234,NA,NA,2014-12-14T06:13:00+08:00,Geographe Bay,Geographe Bay,15.4,No,No,NA,NA,NA,NA
2014-12_Geographe-bay_stereo-BRUVs,10004,NA,115.3976,-33.4039,NA,NA,2014-12-14T07:03:00+08:00,Geographe Bay,Geographe Bay,15.3,No,No,NA,NA,NA,NA
2014-12_Geographe-bay_stereo-BRUVs,10003,NA,115.3594,-33.4213,Molly,N/A,2014-12-14T06:23:00+08:00,Geographe Bay,Geographe Bay,16.5,Yes,No,NA,NA,NA,NA
2014-12_Geographe-bay_stereo-BRUVs,10005_old,NA,115.3694,-33.4778,Curtin,NA,2014-12-13T10:21:00+08:00,Geographe Bay,Geographe Bay,24.6,No,No,NA,NA,NA,NA
2014-12_Geographe-bay_stereo-BRUVs,10005,NA,115.3694,-33.4778,Laura,Laura,2014-12-14T14:03:00+08:00,Geographe Bay,Geographe Bay,13.7,Yes,Yes,NA,NA,NA,NA
2014-12_Geographe-bay_stereo-BRUVs,11R1,NA,115.3694,-33.3589,Lizzy,NA,2014-12-11T09:09:00+08:00,Geographe Bay,Geographe Bay,30.4,No,No,NA,NA,NA,NA
2014-12_Geographe-bay_stereo-BRUVs,11R2,NA,115.5076,-33.3967,Brooke,Molly,2014-12-11T12:26:00+08:00,Geographe Bay,Geographe Bay,18.6,Yes,Yes,NA,NA,NA,NA
2014-12_Geographe-bay_stereo-BRUVs,11R3,NA,115.5205,-33.4122,Brooke,Molly,2014-12-11T12:40:00+08:00,Geographe Bay,Geographe Bay,14.7,Yes,Yes,NA,NA,NA,NA
2014-12_Geographe-bay_stereo-BRUVs,11R4,NA,115.5176,-33.4197,Brooke,Molly,2014-12-11T12:48:00+08:00,Geographe Bay,Geographe Bay,14.5,Yes,Yes,NA,NA,NA,NA
2014-12_Geographe-bay_stereo-BRUVs,12RC1,NA,115.2133,-33.5932,Logan,Molly,2014-12-12T06:09:00+08:00,Geographe Bay,Geographe Bay,26.5,Yes,Yes,NA,NA,NA,NA
2014-12_Geographe-bay_stereo-BRUVs,12RC2,NA,115.2379,-33.5916,Daphne,Molly,2014-12-12T08:23:00+08:00,Geographe Bay,Geographe Bay,17.6,Yes,Yes,NA,NA,NA,NA
2014-12_Geographe-bay_stereo-BRUVs,12RC3,NA,115.2415,-33.5915,Daphne,Molly,2014-12-12T08:32:00+08:00,Geographe Bay,Geographe Bay,17.9,Yes,Yes,NA,NA,NA,NA
2014-12_Geographe-bay_stereo-BRUVs,12RC5,NA,115.3443,-33.5621,Daphne,Molly,2014-12-12T11:16:00+08:00,Geographe Bay,Geographe Bay,14.2,Yes,Yes,NA,NA,NA,NA
2014-12_Geographe-bay_stereo-BRUVs,12RC6,NA,115.3481,-33.5711,Logan,Molly,2014-12-12T11:22:00+08:00,Geographe Bay,Geographe Bay,14.7,Yes,Yes,NA,NA,NA,NA
2014-12_Geographe-bay_stereo-BRUVs,12RC7,NA,115.4179,-33.5118,Logan,Molly,2014-12-12T13:38:00+08:00,Geographe Bay,Geographe Bay,15.2,Yes,Yes,NA,NA,NA,NA
2014-12_Geographe-bay_stereo-BRUVs,12RC8,NA,115.4182,-33.5149,Logan,Molly,2014-12-12T13:41:00+08:00,Geographe Bay,Geographe Bay,14.1,Yes,Yes,NA,NA,NA,NA
2014-12_Geographe-bay_stereo-BRUVs,12RC9,NA,115.4064,-33.5162,Molly,Molly,2014-12-12T13:48:00+08:00,Geographe Bay,Geographe Bay,14.5,Yes,Yes,NA,NA,NA,NA
2014-12_Geographe-bay_stereo-BRUVs,13RC1,NA,115.4308,-33.506,Logan,Molly,2014-12-13T06:11:00+08:00,Geographe Bay,Geographe Bay,13.8,Yes,Yes,NA,NA,NA,NA
2014-12_Geographe-bay_stereo-BRUVs,13RC11,NA,115.3693,-33.374,Logan,Molly,2014-12-13T13:23:00+08:00,Geographe Bay,Geographe Bay,31,Yes,Yes,NA,NA,NA,NA
2014-12_Geographe-bay_stereo-BRUVs,13RC12,NA,115.3668,-33.3744,Logan,Molly,2014-12-13T13:25:00+08:00,Geographe Bay,Geographe Bay,31.3,Yes,Yes,NA,NA,NA,NA
2014-12_Geographe-bay_stereo-BRUVs,13RC13,NA,115.3631,-33.3755,Lizzy,Molly,2014-12-13T13:31:00+08:00,Geographe Bay,Geographe Bay,31.1,Yes,Yes,NA,NA,NA,NA
2014-12_Geographe-bay_stereo-BRUVs,13RC15,NA,115.3559,-33.3768,Logan,Molly,2014-12-13T13:39:00+08:00,Geographe Bay,Geographe Bay,32.5,Yes,Yes,NA,NA,NA,NA
2014-12_Geographe-bay_stereo-BRUVs,13RC2,NA,115.456,-33.4949,Lizzy,NA,2014-12-13T06:27:00+08:00,Geographe Bay,Geographe Bay,13.4,No,No,NA,NA,NA,NA
2014-12_Geographe-bay_stereo-BRUVs,13RC3,NA,115.4516,-33.4839,(opcode sheet says: 791),NA,2014-12-13T08:00:00+08:00,Geographe Bay,Geographe Bay,13.6,No,No,NA,NA,NA,NA
2014-12_Geographe-bay_stereo-BRUVs,13RC4,NA,115.3965,-33.4994,Logan,Molly,2014-12-13T08:30:00+08:00,Geographe Bay,Geographe Bay,19.5,Yes,Yes,NA,NA,NA,NA
2014-12_Geographe-bay_stereo-BRUVs,13RC5,NA,115.4656,-33.4839,Daphne,Molly,2014-12-13T10:05:00+08:00,Geographe Bay,Geographe Bay,26.8,Yes,Yes,NA,NA,NA,NA
2014-12_Geographe-bay_stereo-BRUVs,13RC6,NA,115.3892,-33.381,Logan,Molly,2014-12-13T13:07:00+08:00,Geographe Bay,Geographe Bay,29.7,Yes,Yes,NA,NA,NA,NA
2014-12_Geographe-bay_stereo-BRUVs,13RC7,NA,115.3861,-33.3774,Daphne,Molly,2014-12-13T13:10:00+08:00,Geographe Bay,Geographe Bay,29.5,Yes,Yes,NA,NA,NA,NA
2014-12_Geographe-bay_stereo-BRUVs,13RC8,NA,115.3791,-33.3726,Logan,Molly,2014-12-13T13:14:00+08:00,Geographe Bay,Geographe Bay,30.4,Yes,Yes,NA,NA,NA,NA
2014-12_Geographe-bay_stereo-BRUVs,13RC9,NA,115.3748,-33.3731,Logan,Molly,2014-12-13T13:18:00+08:00,Geographe Bay,Geographe Bay,30.9,Yes,Yes,NA,NA,NA,NA
2014-12_Geographe-bay_stereo-BRUVs,GBR-BOB,NA,115.2206,-33.5924,Lizzy,Lizzy,2014-12-17T12:23+08:00,Geographe Bay,Geographe Bay,16.7,Yes,Yes,NA,NA,NA,NA
2014-12_Geographe-bay_stereo-BRUVs,GBR1-1,NA,115.1963,-33.5936,Laura,Lauren,2014-12-17T12:02+08:00,Geographe Bay,Geographe Bay,17.3,Yes,Yes,NA,NA,NA,NA
2014-12_Geographe-bay_stereo-BRUVs,GBR1-2,NA,115.1995,-33.5936,Logan,Molly,2014-12-17T12:05+08:00,Geographe Bay,Geographe Bay,16,Yes,Yes,NA,NA,NA,NA
2014-12_Geographe-bay_stereo-BRUVs,GBR1-3,NA,115.2023,-33.5938,Logan,Molly,2014-12-17T12:07+08:00,Geographe Bay,Geographe Bay,15.8,Yes,Yes,NA,NA,NA,NA
2014-12_Geographe-bay_stereo-BRUVs,GBR1-4,NA,115.2055,-33.5935,Logan,Molly,2014-12-17T12:09+08:00,Geographe Bay,Geographe Bay,16.8,Yes,Yes,NA,NA,NA,NA
2014-12_Geographe-bay_stereo-BRUVs,GBR2-1,NA,115.1907,-33.5938,Laura,Lizzy,2014-12-17T13:40+08:00,Geographe Bay,Geographe Bay,17.7,Yes,Yes,NA,NA,NA,NA
2014-12_Geographe-bay_stereo-BRUVs,GBR2-2,NA,115.1884,-33.594,Laura,Lauren,2014-12-17T13:42+08:00,Geographe Bay,Geographe Bay,16.2,Yes,Yes,NA,NA,NA,NA
2014-12_Geographe-bay_stereo-BRUVs,GBR2-3,NA,115.1865,-33.5941,Lauren,Ronen,2014-12-17T13:44+08:00,Geographe Bay,Geographe Bay,16.4,Yes,Yes,NA,NA,NA,NA
2014-12_Geographe-bay_stereo-BRUVs,GBR2-4,NA,115.193,-33.5937,Lizzy,N/A,2014-12-17T13:38+08:00,Geographe Bay,Geographe Bay,16.2,Yes,No,NA,NA,NA,NA
2014-12_Geographe-bay_stereo-BRUVs,GBR3-1,NA,115.1819,-33.5945,Lauren,Lizzy,2014-12-17T13:53+08:00,Geographe Bay,Geographe Bay,17.6,Yes,Yes,NA,NA,NA,NA
2014-12_Geographe-bay_stereo-BRUVs,GBR3-2,NA,115.193,-33.5937,Lauren,N/A,2014-12-17T13:30+08:00,Geographe Bay,Geographe Bay,17.9,Yes,No,NA,NA,NA,NA
2014-12_Geographe-bay_stereo-BRUVs,GBR3-3,NA,115.184,-33.5937,Lizzy,Lizzy,2014-12-17T13:47+08:00,Geographe Bay,Geographe Bay,17,Yes,Yes,NA,NA,NA,NA
2014-12_Geographe-bay_stereo-BRUVs,GBR3-4,NA,115.1851,-33.5939,Lauren,Lizzy,2014-12-17T13:46+08:00,Geographe Bay,Geographe Bay,16.6,Yes,Yes,NA,NA,NA,NA
2014-12_Geographe-bay_stereo-BRUVs,GBR4-1,NA,115.2081,-33.5933,Logan,Molly,2014-12-17T12:11+08:00,Geographe Bay,Geographe Bay,16.1,Yes,Yes,NA,NA,NA,NA
2014-12_Geographe-bay_stereo-BRUVs,GBR4-2,NA,115.2102,-33.5928,Hayley,Molly,2014-12-17T12:13+08:00,Geographe Bay,Geographe Bay,16.3,Yes,Yes,NA,NA,NA,NA
2014-12_Geographe-bay_stereo-BRUVs,GBR5-1,NA,115.2119,-33.5932,Hayley,Molly,2014-12-17T12:15+08:00,Geographe Bay,Geographe Bay,16.2,Yes,Yes,NA,NA,NA,NA
2014-12_Geographe-bay_stereo-BRUVs,GBR5-2,NA,115.2148,-33.5927,Hayley,Molly,2014-12-17T12:17+08:00,Geographe Bay,Geographe Bay,16.6,Yes,Yes,NA,NA,NA,NA
2014-12_Geographe-bay_stereo-BRUVs,GBR5-3,NA,115.2175,-33.5924,Logan,Molly,2014-12-17T12:19+08:00,Geographe Bay,Geographe Bay,16.4,Yes,No,NA,NA,NA,NA
2014-12_Geographe-bay_stereo-BRUVs,RB1,NA,115.2177,-33.5346,Hayley,Molly,2014-12-09T06:49+08:00,Geographe Bay,Geographe Bay,28,Yes,Yes,NA,NA,NA,NA
2014-12_Geographe-bay_stereo-BRUVs,RB2,NA,115.2255,-33.5086,Hayley,Molly,2014-12-09T09:39+08:00,Geographe Bay,Geographe Bay,30,Yes,Yes,NA,NA,NA,NA
2014-12_Geographe-bay_stereo-BRUVs,RC1,NA,115.24,-33.4628,Hayley,Molly,2014-12-09T10:09+08:00,Geographe Bay,Geographe Bay,34.2,Yes,Yes,NA,NA,NA,NA
2014-12_Geographe-bay_stereo-BRUVs,RC2,NA,115.178,-33.4864,Hayley,Molly,2014-12-09T10:34+08:00,Geographe Bay,Geographe Bay,34.3,Yes,Yes,NA,NA,NA,NA
2014-12_Geographe-bay_stereo-BRUVs,RC3,NA,115.1684,-33.4705,Hayley,Molly,2014-12-09T13:11+08:00,Geographe Bay,Geographe Bay,35,Yes,Yes,NA,NA,NA,NA
2024-04_Geographe_stereo-BRUVs,GB-BV-001,Fished,115.2200283,-33.48167167,Ryan Simms,Bri Beaulieu,2024-03-26T07:52:39+08:00,Geographe Bay,NA,34.9,Yes,Yes,Yes,Yes,Bri Beaulieu,Alex McLennan
2024-04_Geographe_stereo-BRUVs,GB-BV-002,Fished,115.4291583,-33.40347,Alex McLennan,Bri Beaulieu,2024-04-08T11:16:24+08:00,Geographe Bay,NA,26.9,Yes,Yes,Yes,Yes,Bri Beaulieu,Alex McLennan
2024-04_Geographe_stereo-BRUVs,GB-BV-003,Fished,115.2877473,-33.4085045,Ryan Simms,Bri Beaulieu,2024-03-26T10:50:03+08:00,Geographe Bay,NA,37.4,Yes,Yes,Yes,Yes,Bri Beaulieu,Alex McLennan
2024-04_Geographe_stereo-BRUVs,GB-BV-004,Fished,115.2864067,-33.63981,Lise Fournier-Carnoy,Ryan Simms,2024-04-09T12:53:23+08:00,Geographe Bay,NA,7.6,Yes,Yes,Yes,Yes,Bri Beaulieu,Alex McLennan
2024-04_Geographe_stereo-BRUVs,GB-BV-005,Fished,115.1785967,-33.47694167,Alex McLennan,Ryan Simms,2024-03-27T14:21:00+08:00,Geographe Bay,NA,36.1,Yes,Yes,Yes,Yes,Bri Beaulieu,Alex McLennan
2024-04_Geographe_stereo-BRUVs,GB-BV-006,Fished,115.4437633,-33.35468,Alex McLennan,Bri Beaulieu,2024-04-08T11:36:54+08:00,Geographe Bay,NA,27.8,Yes,Yes,Yes,Yes,Bri Beaulieu,Alex McLennan
2024-04_Geographe_stereo-BRUVs,GB-BV-007,Fished,115.3787917,-33.58914667,Lise Fournier-Carnoy,Bri Beaulieu,2024-03-28T14:21:40+08:00,Geographe Bay,NA,12.4,Yes,Yes,Yes,Yes,Bri Beaulieu,Alex McLennan
2024-04_Geographe_stereo-BRUVs,GB-BV-008,Fished,115.2549917,-33.394755,Ryan Simms,Bri Beaulieu,2024-03-26T11:22:45+08:00,Geographe Bay,NA,39.7,Yes,Yes,Yes,Yes,Bri Beaulieu,Alex McLennan
2024-04_Geographe_stereo-BRUVs,GB-BV-009,Fished,115.149135,-33.57436167,Lise Fournier-Carnoy,Hannah Williams,2024-04-09T09:35:24+08:00,Geographe Bay,NA,23.9,Yes,Yes,Yes,Yes,Bri Beaulieu,Alex McLennan
2024-04_Geographe_stereo-BRUVs,GB-BV-010,Fished,115.4771367,-33.49934667,Lise Fournier-Carnoy,NA,2024-04-03T10:40:47+08:00,Geographe Bay,NA,13.4,Yes,No,Yes,Yes,Bri Beaulieu,Alex McLennan
2024-04_Geographe_stereo-BRUVs,GB-BV-011,Fished,115.2826517,-33.52875667,Daniel Agnello,Ryan Simms,2024-04-02T15:28:02+08:00,Geographe Bay,NA,27.5,Yes,Yes,Yes,Yes,Bri Beaulieu,Alex McLennan
2024-04_Geographe_stereo-BRUVs,GB-BV-012,Fished,115.1656117,-33.42520167,Alex McLennan,Ryan Simms,2024-03-27T10:55:21+08:00,Geographe Bay,NA,40.7,Yes,Yes,Yes,Yes,Bri Beaulieu,Bri Beaulieu
2024-04_Geographe_stereo-BRUVs,GB-BV-013,Fished,115.0585717,-33.5242,Ryan Simms,Lise Fournier-Carnoy,2024-03-27T16:32:15+08:00,Geographe Bay,NA,35.1,Yes,Yes,Yes,Yes,Bri Beaulieu,Bri Beaulieu
2024-04_Geographe_stereo-BRUVs,GB-BV-014,Fished,115.2909633,-33.389175,Ryan Simms,Bri Beaulieu,2024-03-26T10:58:02+08:00,Geographe Bay,NA,37.3,Yes,Yes,Yes,Yes,Bri Beaulieu,Bri Beaulieu
2024-04_Geographe_stereo-BRUVs,GB-BV-015,Fished,115.36056,-33.52702,Daniel Agnello,Ryan Simms,2024-03-28T08:37:12+08:00,Geographe Bay,NA,21.6,Yes,Yes,Yes,Yes,Bri Beaulieu,Bri Beaulieu
2024-04_Geographe_stereo-BRUVs,GB-BV-016,Fished,115.1201883,-33.35978167,Alex McLennan,Ryan Simms,2024-03-27T08:03:05+08:00,Geographe Bay,NA,44.1,Yes,Yes,Yes,Yes,Bri Beaulieu,Bri Beaulieu
2024-04_Geographe_stereo-BRUVs,GB-BV-017,Fished,115.1819117,-33.588,Ryan Simms,Lise Fournier-Carnoy,2024-04-09T09:25:38+08:00,Geographe Bay,NA,21.4,Yes,Yes,Yes,Yes,Bri Beaulieu,Bri Beaulieu
2024-04_Geographe_stereo-BRUVs,GB-BV-018,Fished,115.4400033,-33.42482333,Alex McLennan,Bri Beaulieu,2024-04-04T14:47:11+08:00,Geographe Bay,NA,24.5,Yes,Yes,Yes,Yes,Bri Beaulieu,Bri Beaulieu
2024-04_Geographe_stereo-BRUVs,GB-BV-019,Fished,115.3412017,-33.51481333,Ryan Simms,Bri Beaulieu,2024-04-02T12:20:37+08:00,Geographe Bay,NA,24.8,Yes,Yes,Yes,Yes,Bri Beaulieu,Bri Beaulieu
2024-04_Geographe_stereo-BRUVs,GB-BV-020,Fished,115.18802,-33.41750333,Ryan Simms,Bri Beaulieu,2024-03-26T11:55:13+08:00,Geographe Bay,NA,40.6,Yes,Yes,Yes,Yes,Bri Beaulieu,Bri Beaulieu
2024-04_Geographe_stereo-BRUVs,GB-BV-021,Fished,115.059725,-33.47406,Alex McLennan,Ryan Simms,2024-03-27T15:06:03+08:00,Geographe Bay,NA,43.7,Yes,Yes,Yes,Yes,Bri Beaulieu,Bri Beaulieu
2024-04_Geographe_stereo-BRUVs,GB-BV-022,Fished,115.3356167,-33.37340833,Ryan Simms,Lise Fournier-Carnoy,2024-04-08T14:48:04+08:00,Geographe Bay,NA,34.5,Yes,Yes,Yes,Yes,Bri Beaulieu,Bri Beaulieu
2024-04_Geographe_stereo-BRUVs,GB-BV-023,Fished,115.33004,-33.543785,Alex McLennan,Ryan Simms,2024-03-28T08:51:01+08:00,Geographe Bay,NA,22.2,Yes,Yes,Yes,Yes,Bri Beaulieu,Bri Beaulieu
2024-04_Geographe_stereo-BRUVs,GB-BV-024,Fished,115.0767517,-33.45564333,Bri Beaulieu,NA,2024-03-27T15:14:39+08:00,Geographe Bay,NA,43.7,Yes,No,NA,Yes,NA,Bri Beaulieu
2024-04_Geographe_stereo-BRUVs,GB-BV-025,Fished,115.2520867,-33.54552333,Ryan Simms,Bri Beaulieu,2024-04-02T15:08:57+08:00,Geographe Bay,NA,28.5,Yes,Yes,Yes,Yes,Bri Beaulieu,Bri Beaulieu
2024-04_Geographe_stereo-BRUVs,GB-BV-026,Fished,115.4820317,-33.37913833,Alex McLennan,Bri Beaulieu,2024-04-08T08:41:22+08:00,Geographe Bay,NA,23.2,Yes,Yes,Yes,Yes,Bri Beaulieu,Bri Beaulieu
2024-04_Geographe_stereo-BRUVs,GB-BV-027,Fished,115.4070683,-33.54213333,Ryan Simms,Bri Beaulieu,2024-03-28T10:51:13+08:00,Geographe Bay,NA,15.3,Yes,Yes,Yes,Yes,Bri Beaulieu,Bri Beaulieu
2024-04_Geographe_stereo-BRUVs,GB-BV-028,Fished,115.30105,-33.59105667,Lise Fournier-Carnoy,Bri Beaulieu,2024-04-02T14:39:35+08:00,Geographe Bay,NA,17.2,Yes,Yes,Yes,Yes,Bri Beaulieu,Bri Beaulieu
2024-04_Geographe_stereo-BRUVs,GB-BV-029,Fished,115.1595867,-33.59575,Lise Fournier-Carnoy,Hannah Williams,2024-04-09T08:55:29+08:00,Geographe Bay,NA,16.4,Yes,Yes,Yes,Yes,Bri Beaulieu,Bri Beaulieu
2024-04_Geographe_stereo-BRUVs,GB-BV-030,Fished,115.4113183,-33.47209,Ryan Simms,Bri Beaulieu,2024-04-02T11:35:52+08:00,Geographe Bay,NA,23.4,Yes,Yes,Yes,Yes,Bri Beaulieu,Bri Beaulieu
2024-04_Geographe_stereo-BRUVs,GB-BV-031,Fished,115.40324,-33.61203333,Lise Fournier-Carnoy,Ryan Simms,2024-03-28T13:24:59+08:00,Geographe Bay,NA,6.8,Yes,Yes,Yes,Yes,Bri Beaulieu,Bri Beaulieu
2024-04_Geographe_stereo-BRUVs,GB-BV-032,Fished,115.2093917,-33.46014167,Ryan Simms,Bri Beaulieu,2024-03-26T08:07:29+08:00,Geographe Bay,NA,36.3,Yes,Yes,Yes,Yes,Bri Beaulieu,Bri Beaulieu
2024-04_Geographe_stereo-BRUVs,GB-BV-033,Fished,115.078795,-33.486245,Alex McLennan,Ryan Simms,2024-03-27T14:57:54+08:00,Geographe Bay,NA,41.5,Yes,Yes,Yes,Yes,Bri Beaulieu,Bri Beaulieu
2024-04_Geographe_stereo-BRUVs,GB-BV-034,Fished,115.3464283,-33.39454167,Ryan Simms,Lise Fournier-Carnoy,2024-04-08T14:39:17+08:00,Geographe Bay,NA,34.1,Yes,Yes,Yes,Yes,Bri Beaulieu,Bri Beaulieu
2024-04_Geographe_stereo-BRUVs,GB-BV-035,Fished,115.275695,-33.61846333,Lise Fournier-Carnoy,Ryan Simms,2024-04-09T12:11:39+08:00,Geographe Bay,NA,12.7,Yes,Yes,Yes,Yes,Bri Beaulieu,Bri Beaulieu
2024-04_Geographe_stereo-BRUVs,GB-BV-036,Fished,115.136395,-33.39164667,Alex McLennan,NA,2024-03-27T08:44:50+08:00,Geographe Bay,NA,44.5,Yes,No,No,Yes,NA,Bri Beaulieu
2024-04_Geographe_stereo-BRUVs,GB-BV-037,Fished,115.2628467,-33.539185,Ryan Simms,Bri Beaulieu,2024-04-02T15:20:43+08:00,Geographe Bay,NA,27.5,Yes,Yes,Yes,Yes,Bri Beaulieu,Bri Beaulieu
2024-04_Geographe_stereo-BRUVs,GB-BV-038,Fished,115.31617,-33.51294,Ryan Simms,Bri Beaulieu,2024-04-02T12:11:02+08:00,Geographe Bay,NA,26.7,Yes,Yes,Yes,Yes,Bri Beaulieu,Bri Beaulieu
2024-04_Geographe_stereo-BRUVs,GB-BV-039,Fished,115.4142767,-33.37543167,Alex McLennan,Lise Fournier-Carnoy,2024-04-08T11:54:29+08:00,Geographe Bay,NA,29.9,Yes,Yes,Yes,Yes,Bri Beaulieu,Bri Beaulieu
2024-04_Geographe_stereo-BRUVs,GB-BV-041,Fished,115.15334,-33.52075,Ryan Simms,Bri Beaulieu,2024-03-26T15:20:29+08:00,Geographe Bay,NA,33.7,Yes,Yes,Yes,Yes,Bri Beaulieu,Bri Beaulieu
2024-04_Geographe_stereo-BRUVs,GB-BV-042,Fished,115.3158067,-33.628715,Lise Fournier-Carnoy,Ryan Simms,2024-04-09T12:31:22+08:00,Geographe Bay,NA,9.3,Yes,Yes,Yes,Yes,Bri Beaulieu,Bri Beaulieu
2024-04_Geographe_stereo-BRUVs,GB-BV-043,Fished,115.3417133,-33.46408833,Ryan Simms,Bri Beaulieu,2024-04-03T13:47:30+08:00,Geographe Bay,NA,29,Yes,Yes,Yes,Yes,Bri Beaulieu,Bri Beaulieu
2024-04_Geographe_stereo-BRUVs,GB-BV-045,Fished,115.1941467,-33.60248167,Lise Fournier-Carnoy,Hannah Williams,2024-04-09T09:18:56+08:00,Geographe Bay,NA,14.6,Yes,Yes,Yes,Yes,Bri Beaulieu,Bri Beaulieu
2024-04_Geographe_stereo-BRUVs,GB-BV-046,Fished,115.4203933,-33.42120167,Alex McLennan,Ryan Simms,2024-04-04T14:40:25+08:00,Geographe Bay,NA,27.6,Yes,Yes,Yes,Yes,Bri Beaulieu,Bri Beaulieu
2024-04_Geographe_stereo-BRUVs,GB-BV-047,Fished,115.3799367,-33.423325,Ryan Simms,Bri Beaulieu,2024-04-04T14:18:02+08:00,Geographe Bay,NA,29.9,Yes,Yes,Yes,Yes,Bri Beaulieu,Bri Beaulieu
2024-04_Geographe_stereo-BRUVs,GB-BV-048,Fished,115.1499133,-33.43024833,Alex McLennan,Ryan Simms,2024-03-27T11:01:11+08:00,Geographe Bay,NA,41.1,Yes,Yes,Yes,Yes,Bri Beaulieu,Bri Beaulieu
2024-04_Geographe_stereo-BRUVs,GB-BV-049,Fished,115.4479206,-33.55935986,Lise Fournier-Carnoy,Bri Beaulieu,2024-04-03T09:55:58+08:00,Geographe Bay,NA,8.52,Yes,Yes,Yes,Yes,Bri Beaulieu,Bri Beaulieu
2024-04_Geographe_stereo-BRUVs,GB-BV-050,Fished,115.4319217,-33.37749,Alex McLennan,Bri Beaulieu,2024-04-08T11:26:44+08:00,Geographe Bay,NA,28.5,Yes,Yes,Yes,Yes,Bri Beaulieu,Bri Beaulieu
2024-04_Geographe_stereo-BRUVs,GB-BV-051,Fished,115.4306233,-33.47364667,Ryan Simms,Bri Beaulieu,2024-04-02T11:26:57+08:00,Geographe Bay,NA,20.3,Yes,Yes,Yes,Yes,Bri Beaulieu,Bri Beaulieu
2024-04_Geographe_stereo-BRUVs,GB-BV-052,Fished,115.236075,-33.45261,Ryan Simms,Bri Beaulieu,2024-03-26T08:17:33+08:00,Geographe Bay,NA,36.1,Yes,Yes,Yes,Yes,Bri Beaulieu,Bri Beaulieu
2024-04_Geographe_stereo-BRUVs,GB-BV-053,Fished,115.1597917,-33.53440667,Ryan Simms,Bri Beaulieu,2024-03-26T15:28:35+08:00,Geographe Bay,NA,31.7,Yes,Yes,Yes,Yes,Bri Beaulieu,Bri Beaulieu
2024-04_Geographe_stereo-BRUVs,GB-BV-054,Fished,115.2882833,-33.49042667,Ryan Simms,Bri Beaulieu,2024-04-03T14:16:58+08:00,Geographe Bay,NA,30.3,Yes,Yes,Yes,Yes,Bri Beaulieu,Bri Beaulieu
2024-04_Geographe_stereo-BRUVs,GB-BV-055,Fished,115.3208683,-33.371805,Ryan Simms,Lise Fournier-Carnoy,2024-04-08T14:52:23+08:00,Geographe Bay,NA,35.6,Yes,Yes,Yes,Yes,Bri Beaulieu,Bri Beaulieu
2024-04_Geographe_stereo-BRUVs,GB-BV-056,Fished,115.1299467,-33.35743667,Alex McLennan,Ryan Simms,2024-03-27T08:06:38+08:00,Geographe Bay,NA,43,Yes,No,Yes,Yes,Bri Beaulieu,Bri Beaulieu
2024-04_Geographe_stereo-BRUVs,GB-BV-057,Fished,115.0877883,-33.50719667,Ryan Simms,Bri Beaulieu,2024-03-26T14:58:09+08:00,Geographe Bay,NA,37.4,Yes,Yes,Yes,Yes,Bri Beaulieu,Bri Beaulieu
2024-04_Geographe_stereo-BRUVs,GB-BV-058,Fished,115.3644,-33.57625667,Ryan Simms,Bri Beaulieu,2024-03-28T14:14:40+08:00,Geographe Bay,NA,14.4,Yes,Yes,Yes,Yes,Bri Beaulieu,Bri Beaulieu
