"campaignid","sample","latitude_dd","longitude_dd","location","site","depth_m","observer_count","successful_count","successful_length","status","observer_length","date_time"
"2014-12_Geographe.Bay_stereoBRUVs","314",-33.5869,115.1628,"Geographe Bay","Geographe Bay",20,"Curtin","Yes","Yes","Fished","Unknown","2014-12-15T09:03:00+08:00"
"2014-12_Geographe.Bay_stereoBRUVs","327",-33.4892,115.3942,"Geographe Bay","Geographe Bay",11.8,"Logan","Yes","Yes","Fished","Unknown","2014-12-14T14:10:00+08:00"
"2014-12_Geographe.Bay_stereoBRUVs","330",-33.5691,115.104,"Geographe Bay","Geographe Bay",17.7,"Curtin","Yes","No","No-take","Unknown","2014-12-15T06:44:00+08:00"
"2014-12_Geographe.Bay_stereoBRUVs","331",-33.6031,115.253,"Geographe Bay","Geographe Bay",14.3,"Logan","Yes","Yes","Fished","Unknown","2014-12-15T13:46:00+08:00"
"2014-12_Geographe.Bay_stereoBRUVs","335",-33.5771,115.2267,"Geographe Bay","Geographe Bay",21.6,"Hayley","Yes","Yes","Fished","Unknown","2014-12-12T08:09:00+08:00"
"2014-12_Geographe.Bay_stereoBRUVs","346",-33.6092,115.2393,"Geographe Bay","Geographe Bay",14,"Curtin","Yes","Yes","Fished","Unknown","2014-12-15T13:08:00+08:00"
"2014-12_Geographe.Bay_stereoBRUVs","352",-33.4518,115.488,"Geographe Bay","Geographe Bay",15.2,"Daphne","Yes","Yes","Fished","Unknown","2014-12-16T08:45:00+08:00"
"2014-12_Geographe.Bay_stereoBRUVs","362",-33.627,115.2948,"Geographe Bay","Geographe Bay",9.4,"Curtin","Yes","Yes","Fished","Unknown","2014-12-17T10:23:00+08:00"
"2014-12_Geographe.Bay_stereoBRUVs","368",-33.5725,115.4513,"Geographe Bay","Geographe Bay",3.7,"Curtin","Yes","Yes","Fished","Unknown","2014-12-16T15:59:00+08:00"
"2014-12_Geographe.Bay_stereoBRUVs","375",-33.5902,115.2206,"Geographe Bay","Geographe Bay",26.9,"Logan","Yes","No","Fished","Unknown","2014-12-12T06:14:00+08:00"
"2014-12_Geographe.Bay_stereoBRUVs","378",-33.5556,115.3912,"Geographe Bay","Geographe Bay",13.3,"Logan","Yes","Yes","No-take","Unknown","2014-12-12T13:08:00+08:00"
"2014-12_Geographe.Bay_stereoBRUVs","384",-33.4275,115.5142,"Geographe Bay","Geographe Bay",13.5,"Hayley","Yes","Yes","Fished","Unknown","2014-12-16T06:54:00+08:00"
"2014-12_Geographe.Bay_stereoBRUVs","391",-33.5017,115.4101,"Geographe Bay","Geographe Bay",17,"Logan","Yes","Yes","Fished","Unknown","2014-12-13T08:23:00+08:00"
"2014-12_Geographe.Bay_stereoBRUVs","394",-33.5181,115.382,"Geographe Bay","Geographe Bay",19,"Logan","Yes","Yes","Fished","Unknown","2014-12-16T13:18:00+08:00"
"2014-12_Geographe.Bay_stereoBRUVs","395",-33.6073,115.3444,"Geographe Bay","Geographe Bay",9.2,"Curtin","Yes","Yes","Fished","Unknown","2014-12-17T10:08:00+08:00"
"2014-12_Geographe.Bay_stereoBRUVs","399",-33.6143,115.313,"Geographe Bay","Geographe Bay",10.8,"Curtin","Yes","Yes","Fished","Unknown","2014-12-17T10:17:00+08:00"
"2014-12_Geographe.Bay_stereoBRUVs","400",-33.3576,115.5517,"Geographe Bay","Geographe Bay",9.8,"Logan","Yes","No","Fished","Unknown","2014-12-14T08:58:00+08:00"
"2014-12_Geographe.Bay_stereoBRUVs","407",-33.4882,115.4275,"Geographe Bay","Geographe Bay",16.2,"Logan","Yes","Yes","Fished","Unknown","2014-12-13T08:13:00+08:00"
"2014-12_Geographe.Bay_stereoBRUVs","416",-33.6148,115.2806,"Geographe Bay","Geographe Bay",12.3,"Curtin","Yes","Yes","Fished","Unknown","2014-12-17T10:34:00+08:00"
"2014-12_Geographe.Bay_stereoBRUVs","428",-33.4505,115.5572,"Geographe Bay","Geographe Bay",7.6,"Unknown","Yes","Yes","Fished","Unknown","2014-12-16T06:31:00+08:00"
"2014-12_Geographe.Bay_stereoBRUVs","439",-33.6309,115.2731,"Geographe Bay","Geographe Bay",8.4,"Curtin","Yes","Yes","Fished","Unknown","2014-12-17T10:29:00+08:00"
"2014-12_Geographe.Bay_stereoBRUVs","442",-33.5066,115.4194,"Geographe Bay","Geographe Bay",14.3,"Curtin","Yes","Yes","Fished","Unknown","2014-12-12T13:28:00+08:00"
"2014-12_Geographe.Bay_stereoBRUVs","443",-33.5698,115.2025,"Geographe Bay","Geographe Bay",27,"Logan","Yes","Yes","Fished","Unknown","2014-12-12T06:34:00+08:00"
"2014-12_Geographe.Bay_stereoBRUVs","448",-33.3965,115.4931,"Geographe Bay","Geographe Bay",10.6,"Daphne","Yes","Yes","Fished","Unknown","2014-12-14T13:05:00+08:00"
"2014-12_Geographe.Bay_stereoBRUVs","451",-33.4198,115.5529,"Geographe Bay","Geographe Bay",7.8,"Unknown","Yes","Yes","Fished","Unknown","2014-12-14T11:32:00+08:00"
"2014-12_Geographe.Bay_stereoBRUVs","455",-33.5671,115.182,"Geographe Bay","Geographe Bay",24.9,"Logan","Yes","Yes","Fished","Unknown","2014-12-15T08:42:00+08:00"
"2014-12_Geographe.Bay_stereoBRUVs","458",-33.5151,115.5044,"Geographe Bay","Geographe Bay",6.2,"Curtin","Yes","No","Fished","Unknown","2014-12-16T10:58:00+08:00"
"2014-12_Geographe.Bay_stereoBRUVs","463",-33.5151,115.5044,"Geographe Bay","Geographe Bay",24.3,"Curtin","Yes","Yes","Fished","Unknown","2014-12-12T08:03:00+08:00"
"2014-12_Geographe.Bay_stereoBRUVs","474",-33.4681,115.5436,"Geographe Bay","Geographe Bay",6.8,"Curtin","Yes","Yes","Fished","Unknown","2014-12-16T06:23:00+08:00"
"2014-12_Geographe.Bay_stereoBRUVs","480",-33.3476,115.5777,"Geographe Bay","Geographe Bay",7.4,"Curtin","Yes","No","Fished","Unknown","2014-12-14T09:06:00+08:00"
"2014-12_Geographe.Bay_stereoBRUVs","490",-33.5613,115.3612,"Geographe Bay","Geographe Bay",13.4,"Logan","Yes","Yes","Fished","Unknown","2014-12-17T06:20:00+08:00"
"2014-12_Geographe.Bay_stereoBRUVs","492",-33.4638,115.4975,"Geographe Bay","Geographe Bay",14.7,"Curtin","Yes","Yes","Fished","Unknown","2014-12-16T08:40:00+08:00"
"2014-12_Geographe.Bay_stereoBRUVs","496",-33.4851,115.4752,"Geographe Bay","Geographe Bay",15.3,"Unknown","Yes","Yes","Fished","Unknown","2014-12-16T10:42:00+08:00"
"2014-12_Geographe.Bay_stereoBRUVs","499",-33.4517,115.5441,"Geographe Bay","Geographe Bay",9.9,"Unknown","Yes","Yes","Fished","Unknown","2014-12-16T06:36:00+08:00"
"2014-12_Geographe.Bay_stereoBRUVs","503",-33.5845,115.3098,"Geographe Bay","Geographe Bay",16.3,"Daphne (finishes at 55:48)","Yes","Yes","Fished","Unknown","2014-12-17T07:48:00+08:00"
"2014-12_Geographe.Bay_stereoBRUVs","506",-33.5174,115.4165,"Geographe Bay","Geographe Bay",14.1,"Logan","Yes","Yes","Fished","Unknown","2014-12-16T11:23:00+08:00"
"2014-12_Geographe.Bay_stereoBRUVs","512",-33.5094,115.4873,"Geographe Bay","Geographe Bay",10.6,"Curtin","Yes","Yes","Fished","Unknown","2014-12-16T11:03:00+08:00"
"2014-12_Geographe.Bay_stereoBRUVs","523",-33.5634,115.1589,"Geographe Bay","Geographe Bay",26,"Logan","Yes","Yes","Fished","Unknown","2014-12-15T08:35:00+08:00"
"2014-12_Geographe.Bay_stereoBRUVs","527",-33.5894,115.2078,"Geographe Bay","Geographe Bay",26.8,"Logan","Yes","Yes","Fished","Unknown","2014-12-12T06:16:00+08:00"
"2014-12_Geographe.Bay_stereoBRUVs","528",-33.4811,115.4971,"Geographe Bay","Geographe Bay",14,"Unknown","Yes","Yes","Fished","Unknown","2014-12-16T08:34:00+08:00"
"2014-12_Geographe.Bay_stereoBRUVs","538",-33.5839,115.3847,"Geographe Bay","Geographe Bay",11.6,"Curtin","Yes","Yes","Fished","Unknown","2014-12-17T05:53:00+08:00"
"2014-12_Geographe.Bay_stereoBRUVs","544",-33.4464,115.4341,"Geographe Bay","Geographe Bay",12.3,"Daphne","Yes","Yes","Fished","Unknown","2014-12-14T13:36:00+08:00"
"2014-12_Geographe.Bay_stereoBRUVs","551",-33.5735,115.3901,"Geographe Bay","Geographe Bay",11.7,"Curtin","Yes","No","No-take","Unknown","2014-12-17T05:58:00+08:00"
"2014-12_Geographe.Bay_stereoBRUVs","554",-33.5577,115.3835,"Geographe Bay","Geographe Bay",12.3,"Logan","Yes","Yes","No-take","Unknown","2014-12-17T06:13:00+08:00"
"2014-12_Geographe.Bay_stereoBRUVs","560",-33.4382,115.5269,"Geographe Bay","Geographe Bay",14.6,"Unknown","Yes","Yes","Fished","Unknown","2014-12-16T06:49:00+08:00"
"2014-12_Geographe.Bay_stereoBRUVs","567",-33.5867,115.276,"Geographe Bay","Geographe Bay",17.4,"Curtin","Yes","No","Fished","Unknown","2014-12-17T08:23:00+08:00"
"2014-12_Geographe.Bay_stereoBRUVs","572",-33.3913,115.5492,"Geographe Bay","Geographe Bay",8.1,"Unknown","Yes","No","Fished","Unknown","2014-12-14T10:54:00+08:00"
"2014-12_Geographe.Bay_stereoBRUVs","579",-33.5017,115.3741,"Geographe Bay","Geographe Bay",22,"Daphne","Yes","No","Fished","Unknown","2014-12-16T13:10:00+08:00"
"2014-12_Geographe.Bay_stereoBRUVs","583",-33.4784,115.3932,"Geographe Bay","Geographe Bay",12,"Logan","Yes","Yes","Fished","Unknown","2014-12-14T13:55:00+08:00"
"2014-12_Geographe.Bay_stereoBRUVs","587",-33.5935,115.1874,"Geographe Bay","Geographe Bay",16.6,"Curtin","Yes","Yes","Fished","Unknown","2014-12-15T11:03:00+08:00"
"2014-12_Geographe.Bay_stereoBRUVs","586",-33.5309,115.386,"Geographe Bay","Geographe Bay",15.8,"Curtin","Yes","No","No-take","Unknown","2014-12-16T13:24:00+08:00"
"2014-12_Geographe.Bay_stereoBRUVs","592",-33.5185,115.446,"Geographe Bay","Geographe Bay",12.3,"Curtin","Yes","Yes","Fished","Unknown","2014-12-16T11:15:00+08:00"
"2014-12_Geographe.Bay_stereoBRUVs","599",-33.5021,115.4508,"Geographe Bay","Geographe Bay",13.9,"Logan","Yes","Yes","Fished","Unknown","2014-12-13T06:22:00+08:00"
"2014-12_Geographe.Bay_stereoBRUVs","602",-33.6202,115.2562,"Geographe Bay","Geographe Bay",11.2,"Unknown","Yes","Yes","Fished","Unknown","2014-12-15T12:57:00+08:00"
"2014-12_Geographe.Bay_stereoBRUVs","608",-33.4552,115.4703,"Geographe Bay","Geographe Bay",16.7,"Daphne","Yes","Yes","Fished","Unknown","2014-12-16T09:01:00+08:00"
"2014-12_Geographe.Bay_stereoBRUVs","611",-33.5421,115.459,"Geographe Bay","Geographe Bay",8.2,"Curtin","Yes","Yes","Fished","Unknown","2014-12-16T15:45:00+08:00"
"2014-12_Geographe.Bay_stereoBRUVs","615",-33.5981,115.3328,"Geographe Bay","Geographe Bay",11.8,"Unknown","Yes","Yes","Fished","Unknown","2014-12-17T09:56:00+08:00"
"2014-12_Geographe.Bay_stereoBRUVs","623",-33.6129,115.1556,"Geographe Bay","Geographe Bay",7.8,"Curtin","Yes","Yes","Fished","Unknown","2014-12-15T10:24:00+08:00"
"2014-12_Geographe.Bay_stereoBRUVs","618",-33.5679,115.3528,"Geographe Bay","Geographe Bay",14.5,"Curtin","Yes","No","Fished","Unknown","2014-12-17T05:40:00+08:00"
"2014-12_Geographe.Bay_stereoBRUVs","624",-33.421,115.4919,"Geographe Bay","Geographe Bay",17.5,"Hayley","Yes","No","Fished","Unknown","2014-12-16T07:03:00+08:00"
"2014-12_Geographe.Bay_stereoBRUVs","633",-33.4712,115.4535,"Geographe Bay","Geographe Bay",16.2,"Daphne","Yes","Yes","Fished","Unknown","2014-12-16T09:18:00+08:00"
"2014-12_Geographe.Bay_stereoBRUVs","634",-33.5337,115.4141,"Geographe Bay","Geographe Bay",13,"Logan","Yes","Yes","Fished","Unknown","2014-12-16T15:30:00+08:00"
"2014-12_Geographe.Bay_stereoBRUVs","640",-33.5162,115.4646,"Geographe Bay","Geographe Bay",11.5,"Curtin","Yes","Yes","Fished","Unknown","2014-12-16T11:10:00+08:00"
"2014-12_Geographe.Bay_stereoBRUVs","647",-33.4926,115.4247,"Geographe Bay","Geographe Bay",15.3,"Logan","Yes","Yes","Fished","Unknown","2014-12-13T08:17:00+08:00"
"2014-12_Geographe.Bay_stereoBRUVs","650",-33.5131,115.3716,"Geographe Bay","Geographe Bay",21.1,"Curtin","Yes","No","Fished","Unknown","2014-12-16T13:14:00+08:00"
"2014-12_Geographe.Bay_stereoBRUVs","666",-33.5511,115.3572,"Geographe Bay","Geographe Bay",15.6,"Logan","Yes","Yes","No-take","Unknown","2014-12-17T06:25:00+08:00"
"2014-12_Geographe.Bay_stereoBRUVs","656",-33.3713,115.5504,"Geographe Bay","Geographe Bay",9,"Molly","Yes","No","Fished","Unknown","2014-12-14T09:28:00+08:00"
"2014-12_Geographe.Bay_stereoBRUVs","672",-33.4004,115.5357,"Geographe Bay","Geographe Bay",8.4,"Molly","Yes","No","Fished","Unknown","2014-12-14T11:45:00+08:00"
"2014-12_Geographe.Bay_stereoBRUVs","682",-33.5696,115.3354,"Geographe Bay","Geographe Bay",15.2,"Logan","Yes","Yes","Fished","Unknown","2014-12-17T07:57:00+08:00"
"2014-12_Geographe.Bay_stereoBRUVs","684",-33.5845,115.1735,"Geographe Bay","Geographe Bay",20.6,"Curtin","Yes","No","Fished","Unknown","2014-12-15T09:00:00+08:00"
"2014-12_Geographe.Bay_stereoBRUVs","688",-33.6026,115.3181,"Geographe Bay","Geographe Bay",12.8,"Curtin","Yes","Yes","Fished","Unknown","2014-12-17T09:52:00+08:00"
"2014-12_Geographe.Bay_stereoBRUVs","694",-33.5281,115.3499,"Geographe Bay","Geographe Bay",21.3,"Logan","Yes","Yes","Fished","Unknown","2014-12-16T13:32:00+08:00"
"2014-12_Geographe.Bay_stereoBRUVs","698",-33.5246,115.4035,"Geographe Bay","Geographe Bay",14,"Hayley","Yes","Yes","Fished","Unknown","2014-12-12T13:25:00+08:00"
"2014-12_Geographe.Bay_stereoBRUVs","704",-33.4848,115.5324,"Geographe Bay","Geographe Bay",7.45,"Curtin","Yes","Yes","Fished","Unknown","2014-12-16T06:15:00+08:00"
"2014-12_Geographe.Bay_stereoBRUVs","711",-33.3695,115.5666,"Geographe Bay","Geographe Bay",8.4,"Curtin","Yes","Yes","Fished","Unknown","2014-12-14T09:24:00+08:00"
"2014-12_Geographe.Bay_stereoBRUVs","714",-33.5793,115.1468,"Geographe Bay","Geographe Bay",21.1,"Unknown","Yes","Yes","Fished","Unknown","2014-12-15T08:26:00+08:00"
"2014-12_Geographe.Bay_stereoBRUVs","719",-33.601,115.2325,"Geographe Bay","Geographe Bay",26.3,"Logan","Yes","No","Fished","Unknown","2014-12-12T05:59:00+08:00"
"2014-12_Geographe.Bay_stereoBRUVs","720",-33.3599,115.5835,"Geographe Bay","Geographe Bay",8.2,"Curtin","Yes","Yes","Fished","Unknown","2014-12-14T09:11:00+08:00"
"2014-12_Geographe.Bay_stereoBRUVs","735",-33.562,115.1433,"Geographe Bay","Geographe Bay",26.7,"Unknown","Yes","Yes","Fished","Unknown","2014-12-15T06:27:00+08:00"
"2014-12_Geographe.Bay_stereoBRUVs","736",-33.3851,115.5606,"Geographe Bay","Geographe Bay",8.2,"Unknown","Yes","Yes","Fished","Unknown","2014-12-14T10:59:00+08:00"
"2014-12_Geographe.Bay_stereoBRUVs","746",-33.5794,115.3571,"Geographe Bay","Geographe Bay",13.2,"Logan","Yes","No","Fished","Unknown","2014-12-17T05:45:00+08:00"
"2014-12_Geographe.Bay_stereoBRUVs","748",-33.3696,115.5138,"Geographe Bay","Geographe Bay",11.1,"Logan","Yes","Yes","Fished","Unknown","2014-12-14T08:46:00+08:00"
"2014-12_Geographe.Bay_stereoBRUVs","752",-33.3766,115.5914,"Geographe Bay","Geographe Bay",6.2,"Curtin","Yes","Yes","Fished","Unknown","2014-12-14T09:15:00+08:00"
"2014-12_Geographe.Bay_stereoBRUVs","764",-33.3744,115.4961,"Geographe Bay","Geographe Bay",11.6,"Logan","Yes","Yes","Fished","Unknown","2014-12-14T08:43:00+08:00"
"2014-12_Geographe.Bay_stereoBRUVs","762",-33.5199,115.4149,"Geographe Bay","Geographe Bay",13,"Curtin","Yes","No","Fished","Unknown","2014-12-12T13:44:00+08:00"
"2014-12_Geographe.Bay_stereoBRUVs","782",-33.5142,115.4368,"Geographe Bay","Geographe Bay",13.7,"Logan","Yes","Yes","Fished","Unknown","2014-12-13T06:06:00+08:00"
"2014-12_Geographe.Bay_stereoBRUVs","779",-33.5817,115.2264,"Geographe Bay","Geographe Bay",19,"Curtin","Yes","No","Fished","Unknown","2014-12-17T08:11:00+08:00"
"2014-12_Geographe.Bay_stereoBRUVs","783",-33.5817,115.2264,"Geographe Bay","Geographe Bay",21.5,"Hayley","Yes","Yes","Fished","Unknown","2014-12-12T08:12:00+08:00"
"2014-12_Geographe.Bay_stereoBRUVs","784",-33.6014,115.1774,"Geographe Bay","Geographe Bay",13.4,"Curtin","Yes","Yes","Fished","Unknown","2014-12-15T11:07:00+08:00"
"2014-12_Geographe.Bay_stereoBRUVs","791",-33.4851,115.4435,"Geographe Bay","Geographe Bay",15,"Logan","Yes","No","Fished","Unknown","2014-12-13T08:03:00+08:00"
"2014-12_Geographe.Bay_stereoBRUVs","794",-33.6248,115.2039,"Geographe Bay","Geographe Bay",7.4,"Curtin","Yes","Yes","No-take","Unknown","2014-12-15T10:38:00+08:00"
"2014-12_Geographe.Bay_stereoBRUVs","800",-33.5732,115.1935,"Geographe Bay","Geographe Bay",22.9,"Logan","Yes","No","Fished","Unknown","2014-12-15T08:48:00+08:00"
"2014-12_Geographe.Bay_stereoBRUVs","807",-33.494,115.4907,"Geographe Bay","Geographe Bay",14,"Curtin","Yes","Yes","Fished","Unknown","2014-12-16T10:50:00+08:00"
"2014-12_Geographe.Bay_stereoBRUVs","810",-33.5513,115.3766,"Geographe Bay","Geographe Bay",14.3,"Logan","Yes","Yes","No-take","Unknown","2014-12-16T13:44:00+08:00"
"2014-12_Geographe.Bay_stereoBRUVs","816",-33.3996,115.5633,"Geographe Bay","Geographe Bay",7.9,"Curtin","Yes","Yes","Fished","Unknown","2014-12-14T11:09:00+08:00"
"2014-12_Geographe.Bay_stereoBRUVs","823",-33.5857,115.2872,"Geographe Bay","Geographe Bay",16.2,"Curtin","Yes","No","Fished","Unknown","2014-12-17T08:19:00+08:00"
"2014-12_Geographe.Bay_stereoBRUVs","826",-33.5427,115.4006,"Geographe Bay","Geographe Bay",12.8,"Logan","Yes","Yes","No-take","Unknown","2014-12-13T05:45:00+08:00"
"2014-12_Geographe.Bay_stereoBRUVs","828",-33.4175,115.5296,"Geographe Bay","Geographe Bay",7.6,"Unknown","Yes","Yes","Fished","Unknown","2014-12-14T11:38:00+08:00"
"2014-12_Geographe.Bay_stereoBRUVs","832",-33.4556,115.5197,"Geographe Bay","Geographe Bay",12.6,"Curtin","Yes","Yes","Fished","Unknown","2014-12-16T06:43:00+08:00"
"2014-12_Geographe.Bay_stereoBRUVs","839",-33.4873,115.4085,"Geographe Bay","Geographe Bay",20,"Daphne","Yes","No","Fished","Unknown","2014-12-16T13:00:00+08:00"
"2014-12_Geographe.Bay_stereoBRUVs","842",-33.5681,115.1149,"Geographe Bay","Geographe Bay",22.3,"Curtin","Yes","Yes","Fished","Unknown","2014-12-15T06:40:00+08:00"
"2014-12_Geographe.Bay_stereoBRUVs","843",-33.6,115.2586,"Geographe Bay","Geographe Bay",14.6,"Curtin","Yes","Yes","Fished","Unknown","2014-12-15T13:43:00+08:00"
"2014-12_Geographe.Bay_stereoBRUVs","848",-33.3519,115.5323,"Geographe Bay","Geographe Bay",10.4,"Logan","Yes","Yes","Fished","Unknown","2014-12-14T08:53:00+08:00"
"2014-12_Geographe.Bay_stereoBRUVs","855",-33.4901,115.4358,"Geographe Bay","Geographe Bay",15.2,"Logan","Yes","Yes","Fished","Unknown","2014-12-13T08:09:00+08:00"
"2014-12_Geographe.Bay_stereoBRUVs","858",-33.5573,115.3462,"Geographe Bay","Geographe Bay",16.6,"Logan","Yes","Yes","Fished","Unknown","2014-12-17T06:29:00+08:00"
"2014-12_Geographe.Bay_stereoBRUVs","864",-33.5833,115.3721,"Geographe Bay","Geographe Bay",12.4,"Curtin","Yes","Yes","Fished","Unknown","2014-12-17T05:50:00+08:00"
"2014-12_Geographe.Bay_stereoBRUVs","879",-33.6169,115.1829,"Geographe Bay","Geographe Bay",8.1,"Curtin","Yes","Yes","Fished","Unknown","2014-12-15T10:31:00+08:00"
"2014-12_Geographe.Bay_stereoBRUVs","880",-33.5366,115.4444,"Geographe Bay","Geographe Bay",10.9,"Curtin","Yes","Yes","Fished","Unknown","2014-12-16T15:41:00+08:00"
"2014-12_Geographe.Bay_stereoBRUVs","1038",-33.5333,115.42,"Geographe Bay","Geographe Bay",13.9,"Daphne","Yes","Yes","Fished","Unknown","2014-12-16T15:33:00+08:00"
"2014-12_Geographe.Bay_stereoBRUVs","1108",-33.558,115.4144,"Geographe Bay","Geographe Bay",11.9,"Curtin","Yes","Yes","No-take","Unknown","2014-12-16T15:20:00+08:00"
"2014-12_Geographe.Bay_stereoBRUVs","10001",-33.4217,115.3722,"Geographe Bay","Geographe Bay",15.9,"Logan","Yes","Yes","Fished","Unknown","2014-12-14T06:17:00+08:00"
"2014-12_Geographe.Bay_stereoBRUVs","10003",-33.4213,115.3594,"Geographe Bay","Geographe Bay",16.5,"Molly","Yes","No","Fished","Unknown","2014-12-14T06:23:00+08:00"
"2014-12_Geographe.Bay_stereoBRUVs","10005",-33.4778,115.3694,"Geographe Bay","Geographe Bay",13.7,"Curtin","Yes","Yes","Fished","Unknown","2014-12-14T14:03:00+08:00"
"2014-12_Geographe.Bay_stereoBRUVs","11R2",-33.3967,115.5076,"Geographe Bay","Geographe Bay",18.6,"Brooke","Yes","Yes","Fished","Unknown","2014-12-11T12:26:00+08:00"
"2014-12_Geographe.Bay_stereoBRUVs","11R3",-33.4122,115.5205,"Geographe Bay","Geographe Bay",14.7,"Brooke","Yes","Yes","Fished","Unknown","2014-12-11T12:40:00+08:00"
"2014-12_Geographe.Bay_stereoBRUVs","11R4",-33.4197,115.5176,"Geographe Bay","Geographe Bay",14.5,"Brooke","Yes","Yes","Fished","Unknown","2014-12-11T12:48:00+08:00"
"2014-12_Geographe.Bay_stereoBRUVs","12RC1",-33.5932,115.2133,"Geographe Bay","Geographe Bay",26.5,"Logan","Yes","Yes","Fished","Unknown","2014-12-12T06:09:00+08:00"
"2014-12_Geographe.Bay_stereoBRUVs","12RC2",-33.5916,115.2379,"Geographe Bay","Geographe Bay",17.6,"Daphne","Yes","Yes","Fished","Unknown","2014-12-12T08:23:00+08:00"
"2014-12_Geographe.Bay_stereoBRUVs","12RC3",-33.5915,115.2415,"Geographe Bay","Geographe Bay",17.9,"Daphne","Yes","Yes","Fished","Unknown","2014-12-12T08:32:00+08:00"
"2014-12_Geographe.Bay_stereoBRUVs","12RC5",-33.5621,115.3443,"Geographe Bay","Geographe Bay",14.2,"Daphne","Yes","Yes","Fished","Unknown","2014-12-12T11:16:00+08:00"
"2014-12_Geographe.Bay_stereoBRUVs","12RC6",-33.5711,115.3481,"Geographe Bay","Geographe Bay",14.7,"Logan","Yes","Yes","Fished","Unknown","2014-12-12T11:22:00+08:00"
"2014-12_Geographe.Bay_stereoBRUVs","12RC7",-33.5118,115.4179,"Geographe Bay","Geographe Bay",15.2,"Logan","Yes","Yes","Fished","Unknown","2014-12-12T13:38:00+08:00"
"2014-12_Geographe.Bay_stereoBRUVs","12RC8",-33.5149,115.4182,"Geographe Bay","Geographe Bay",14.1,"Logan","Yes","Yes","Fished","Unknown","2014-12-12T13:41:00+08:00"
"2014-12_Geographe.Bay_stereoBRUVs","12RC9",-33.5162,115.4064,"Geographe Bay","Geographe Bay",14.5,"Molly","Yes","Yes","Fished","Unknown","2014-12-12T13:48:00+08:00"
"2014-12_Geographe.Bay_stereoBRUVs","13RC1",-33.506,115.4308,"Geographe Bay","Geographe Bay",13.8,"Logan","Yes","Yes","Fished","Unknown","2014-12-13T06:11:00+08:00"
"2014-12_Geographe.Bay_stereoBRUVs","13RC11",-33.374,115.3693,"Geographe Bay","Geographe Bay",31,"Logan","Yes","Yes","Fished","Unknown","2014-12-13T13:23:00+08:00"
"2014-12_Geographe.Bay_stereoBRUVs","13RC12",-33.3744,115.3668,"Geographe Bay","Geographe Bay",31.3,"Logan","Yes","Yes","Fished","Unknown","2014-12-13T13:25:00+08:00"
"2014-12_Geographe.Bay_stereoBRUVs","13RC13",-33.3755,115.3631,"Geographe Bay","Geographe Bay",31.1,"Curtin","Yes","Yes","Fished","Unknown","2014-12-13T13:31:00+08:00"
"2014-12_Geographe.Bay_stereoBRUVs","13RC15",-33.3768,115.3559,"Geographe Bay","Geographe Bay",32.5,"Logan","Yes","Yes","Fished","Unknown","2014-12-13T13:39:00+08:00"
"2014-12_Geographe.Bay_stereoBRUVs","13RC4",-33.4994,115.3965,"Geographe Bay","Geographe Bay",19.5,"Logan","Yes","Yes","Fished","Unknown","2014-12-13T08:30:00+08:00"
"2014-12_Geographe.Bay_stereoBRUVs","13RC5",-33.4839,115.4656,"Geographe Bay","Geographe Bay",26.8,"Daphne","Yes","Yes","Fished","Unknown","2014-12-13T10:05:00+08:00"
"2014-12_Geographe.Bay_stereoBRUVs","13RC6",-33.381,115.3892,"Geographe Bay","Geographe Bay",29.7,"Logan","Yes","Yes","Fished","Unknown","2014-12-13T13:07:00+08:00"
"2014-12_Geographe.Bay_stereoBRUVs","13RC7",-33.3774,115.3861,"Geographe Bay","Geographe Bay",29.5,"Daphne","Yes","Yes","Fished","Unknown","2014-12-13T13:10:00+08:00"
"2014-12_Geographe.Bay_stereoBRUVs","13RC8",-33.3726,115.3791,"Geographe Bay","Geographe Bay",30.4,"Logan","Yes","Yes","Fished","Unknown","2014-12-13T13:14:00+08:00"
"2014-12_Geographe.Bay_stereoBRUVs","13RC9",-33.3731,115.3748,"Geographe Bay","Geographe Bay",30.9,"Logan","Yes","Yes","Fished","Unknown","2014-12-13T13:18:00+08:00"
"2014-12_Geographe.Bay_stereoBRUVs","GBR-BOB",-33.5924,115.2206,"Geographe Bay","Geographe Bay",16.7,"Curtin","Yes","Yes","Fished","Unknown","2014-12-17T12:23:00+08:00"
"2014-12_Geographe.Bay_stereoBRUVs","GBR1-1",-33.5936,115.1963,"Geographe Bay","Geographe Bay",17.3,"Curtin","Yes","Yes","Fished","Unknown","2014-12-17T12:02:00+08:00"
"2014-12_Geographe.Bay_stereoBRUVs","GBR1-2",-33.5936,115.1995,"Geographe Bay","Geographe Bay",16,"Logan","Yes","Yes","Fished","Unknown","2014-12-17T12:05:00+08:00"
"2014-12_Geographe.Bay_stereoBRUVs","GBR1-3",-33.5938,115.2023,"Geographe Bay","Geographe Bay",15.8,"Logan","Yes","Yes","Fished","Unknown","2014-12-17T12:07:00+08:00"
"2014-12_Geographe.Bay_stereoBRUVs","GBR1-4",-33.5935,115.2055,"Geographe Bay","Geographe Bay",16.8,"Logan","Yes","Yes","Fished","Unknown","2014-12-17T12:09:00+08:00"
"2014-12_Geographe.Bay_stereoBRUVs","GBR2-1",-33.5938,115.1907,"Geographe Bay","Geographe Bay",17.7,"Curtin","Yes","Yes","Fished","Unknown","2014-12-17T13:40:00+08:00"
